record_id,nrc_number,first_name,last_name,date_of_birth,gender,district_of_origin,registration_terminal,slot_id,face_embedding_seed,is_duplicate,duplicate_type,canonical_id
REC00876,287497/46/2,Kabaso,Kasonde,1974-12-19,F,Ndola,T001-Lusaka,4177EC0FE67F,876,False,,
REC00179,557409/12/8,Mwenya,Zulu,2006-03-21,F,Kafue,T001-Lusaka,5C96E39E851F,179,False,,
REC00163,197758/65/2,Mwenya,Kasonde,2002-05-10,F,Kasama,T003-Ndola,E9452F049776,163,False,,
REC00366,244564/83/7,Katuta,Lungu,1956-07-04,M,Ndola,T002-Kitwe,37073183929C,366,False,,
REC00268,281594/68/9,Martha,Mwale,1981-11-12,F,Chingola,T002-Kitwe,B1AB18B1884D,268,False,,
REC00957,923892/73/6,Siluw,Lungu,1982-01-23,M,Kasama,T002-Kitwe,0179E4CF2B88,663,True,Type1,REC00663
REC00837,344303/19/1,Ruth,Chisanga,1958-01-14,F,Ndola,T003-Ndola,879EB9091E26,837,False,,
REC00897,769836/44/7,Kabaso,Mulenga,1973-04-12,F,Chingola,T001-Lusaka,647E4932579D,897,False,,
REC00571,682032/28/2,Sitwala,Mulenga,1960-05-10,F,Lusaka,T001-Lusaka,EDD2EE576AC4,571,False,,
REC00801,887042/45/8,Banda,Wina,1962-10-15,M,Kitwe,T003-Ndola,BA27A1E99798,801,False,,
REC00241,336422/54/9,Tembo,Sakala,1946-05-18,M,Kafue,T002-Kitwe,0D2D5C190DAE,241,False,,
REC00910,262062/74/4,Nchimunya,Musonda,1990-06-20,F,Mansa,T001-Lusaka,896C1C779668,910,False,,
REC00506,412687/47/8,Nchimunya,Chilufya,2005-11-29,F,Chingola,T003-Ndola,39AE3DAADC2F,506,False,,
REC00760,757667/68/9,Chisomo,Sitwala,1996-01-28,M,Kabwe,T002-Kitwe,00F6BC75DA92,760,False,,
REC00104,837135/68/2,Namoonde,Kaunda,1984-08-25,M,Livingstone,T003-Ndola,372F71DBEF12,104,False,,
REC00504,299834/12/1,Mutinta,Sakala,1962-05-17,F,Kasama,T003-Ndola,915698DF66DC,504,False,,
REC00621,827912/66/7,Ruth,Mulonga,1987-07-29,F,Kabwe,T003-Ndola,AADB8CF5C006,621,False,,
REC00161,339592/62/6,Kalinde,Simamba,1969-07-03,M,Mongu,T002-Kitwe,AB095399F51C,161,False,,
REC00951,189772/77/6,Thanidwe,Mubita,1950-01-24,F,Chingola,T003-Ndola,191CC0CBBBBF,215,True,Type1,REC00215
REC00178,837852/39/9,Kunda,Mwale,1962-03-27,M,Kafue,T003-Ndola,6ECCB54C9858,178,False,,
REC00133,109853/69/5,Faith,Phiri,1950-03-10,F,Chingola,T003-Ndola,ADE22F84B21E,133,False,,
REC00495,234159/43/9,Sikazwe,Musonda,1967-10-12,M,Mazabuka,T001-Lusaka,A5B036902373,495,False,,
REC00684,163648/56/9,Kabaso,Moono,1952-09-10,F,Choma,T003-Ndola,B728F6F4D07B,684,False,,
REC00791,193624/84/1,Simainga,Kaunda,1979-02-17,F,Chingola,T003-Ndola,B116BCF1B0C5,791,False,,
REC00290,164758/80/9,Mwenya,Mulonga,1999-12-13,F,Mufulira,T001-Lusaka,2B35114553E6,290,False,,
REC00213,725726/78/1,Mwenya,Kapembwa,1965-03-04,F,Chingola,T003-Ndola,18BA81603FFA,213,False,,
REC00637,595962/11/3,Chisomo,Chisanga,1996-08-06,F,Kabwe,T002-Kitwe,8DB3EBB0E517,637,False,,
REC00719,393804/38/3,Choolwe,Bwalya,1960-03-24,F,Choma,T002-Kitwe,EE4D96708310,719,False,,
REC00484,152062/30/4,Namoonde,Bwalya,1975-05-03,M,Mazabuka,T001-Lusaka,5D1EEC4E96A6,484,False,,
REC00369,688861/74/8,Namukolo,Kabwe,1975-07-27,F,Mazabuka,T002-Kitwe,2C17B0133060,369,False,,
REC00669,763653/65/6,Kalinde,Kapembwa,1988-11-04,M,Ndola,T001-Lusaka,7C4E92ADC8D0,669,False,,
REC00816,510154/69/4,Moono,Nkonde,1957-08-09,M,Mazabuka,T003-Ndola,EC632B61FFA7,816,False,,
REC00863,593515/74/1,Nathan,Chanda,2006-06-03,M,Chingola,T002-Kitwe,413298E015C6,863,False,,
REC00400,170813/11/5,Mwenya,Bwalya,1957-04-27,F,Lusaka,T001-Lusaka,DF18CF21D266,400,False,,
REC00301,804667/16/4,Chilufya,Simuunza,1956-05-20,M,Lusaka,T003-Ndola,51B6F70E7001,301,False,,
REC00958,834498/89/8,Joy,Somuunza,1985-08-07,M,Solwezi,T001-Lusaka,19C602F93223,660,True,Type1,REC00660
REC00913,333159/26/3,Chama,Sata,1999-05-17,F,Livingstone,T003-Ndola,DB0FF922EE00,913,False,,
REC00673,432125/81/6,Kunda,Namoonde,1989-02-20,M,Kasama,T002-Kitwe,D620C556EF7F,673,False,,
REC00824,952283/43/3,Monde,Mutale,1986-11-06,F,Kitwe,T002-Kitwe,75E8B3F8C63F,824,False,,
REC00348,128223/69/4,Sakala,Sachitembe,1960-08-30,M,Mansa,T002-Kitwe,0BA426315E4A,348,False,,
REC00960,782141/14/7,Numba,Nyirenda,1946-03-21,M,Chipata,T003-Ndola,A0997CED4563,509,True,Type1,REC00509
REC00859,897273/53/4,Faith,Lungu,1994-08-28,F,Mufulira,T002-Kitwe,E570DA20608D,859,False,,
REC00225,410000/49/8,Kalunga,Sakala,1950-09-20,M,Kasama,T003-Ndola,FF6AF999F3B6,225,False,,
REC00520,558976/89/5,Gondwe,Mvula,1977-12-09,M,Kitwe,T003-Ndola,40EFE8E3F09A,520,False,,
REC00858,162549/45/3,Chilufya,Nkumbula,1958-12-30,M,Kafue,T001-Lusaka,4E768D9B37A5,858,False,,
REC00449,306012/34/5,Namukolo,Ng'ombe,2009-11-08,F,Lusaka,T003-Ndola,AA440522699F,449,True,Type4,REC00552
REC00353,371306/38/9,Chipo,Mulenga,2001-03-02,F,Chingola,T003-Ndola,5FB3A153A2BC,353,False,,
REC00481,387286/57/8,Wamunyima,Kaunda,1992-02-25,M,Mongu,T003-Ndola,25F540A1BF85,481,False,,
REC00197,774751/52/3,Sialubalo,Mbanga,1976-03-21,M,Kasama,T003-Ndola,394C2551DE93,197,False,,
REC00295,133276/46/7,Kapembwa,Chilufya,1967-08-31,M,Mansa,T001-Lusaka,9F1A39EBAF3A,295,False,,
REC00166,632060/37/3,Namoonde,Musonda,1958-03-02,F,Kabwe,T003-Ndola,198DEA25FAB6,166,False,,
REC00982,213054/14/9,Simainga,Chanda,1992-05-25,M,Lusaka,T002-Kitwe,9DC1E88AB9A9,915,True,Type5,REC00915
REC00795,261760/46/3,Katuta,Nyirenda,1972-08-01,M,Lusaka,T001-Lusaka,D75EA68D5174,795,False,,
REC00715,633243/22/6,Choolwe,Kalunga,1975-11-11,F,Kafue,T002-Kitwe,90FBABC9C661,715,False,,
REC00460,104000/64/2,Kapulula,Mutale,1977-08-23,F,Kafue,T002-Kitwe,299C14B1FEBF,460,False,,
REC00356,922366/36/9,Wamunyima,Mvula,1969-03-01,F,Solwezi,T002-Kitwe,E66A54C77552,356,False,,
REC00662,344119/21/3,Abraham,Wina,2009-04-12,M,Kabwe,T001-Lusaka,BF64597859DE,662,False,,
REC00638,363165/81/1,Mwanachitechi,Namoonde,1983-02-05,M,Kitwe,T002-Kitwe,6392334EC47B,638,False,,
REC00507,459381/72/6,Simainga,Sachitembe,1998-01-04,F,Ndola,T001-Lusaka,B0CD6AEF1B17,507,False,,
REC00783,751034/41/9,Deborah,Lungu,1988-08-11,F,Kabwe,T001-Lusaka,411E9C2A6253,783,False,,
REC00485,529399/75/1,Nyirenda,Tembo,1951-07-23,M,Lusaka,T003-Ndola,D2A958021A0A,485,False,,
REC00428,151328/96/5,Libonda,Zulu,1963-12-13,M,Kafue,T002-Kitwe,D04C66B613C7,428,False,,
REC00924,186243/51/8,Naomi,Wina,2006-05-16,F,Mongu,T001-Lusaka,7E270B63270D,924,False,,
REC00945,379570/12/8,Esther,Sikazwe,1972-03-25,F,Lusaka,T003-Ndola,9962F0CFC70F,945,False,,
REC00066,547470/80/8,Joy,Wina,1964-09-23,F,Kasama,T001-Lusaka,90BEA7F3CC39,66,False,,
REC00567,660814/10/2,Katuta,Sachitembe,1999-05-27,M,Mufulira,T003-Ndola,36EC3C6DD8E1,567,False,,
REC00324,182857/57/7,Namoonde,Tembo,1974-05-29,F,Mufulira,T002-Kitwe,923C262DA5F7,324,False,,
REC00591,180832/75/5,Abraham,Ng'andu,1989-05-19,M,Ndola,T001-Lusaka,463145958916,591,False,,
REC00785,281493/94/2,Ruth,Nkumbula,1988-10-29,F,Choma,T003-Ndola,3C0FF404C481,785,False,,
REC00020,972064/49/4,Chama,Kapembwa,1977-06-13,F,Livingstone,T001-Lusaka,2DAF88592919,20,False,,
REC00541,899407/41/5,Mwinga,Libonda,1947-11-20,F,Solwezi,T002-Kitwe,F96A76D79AC1,541,False,,
REC00063,355836/28/1,Katuta,Namoonde,1974-02-28,M,Mansa,T001-Lusaka,0488C4B21670,63,False,,
REC00732,722650/78/9,Joy,Sata,1958-09-14,F,Choma,T003-Ndola,EF8962823262,732,False,,
REC00238,963333/83/2,Martha,Lungu,1973-04-13,F,Solwezi,T001-Lusaka,C98795942441,238,False,,
REC00751,445200/77/7,Mumba,Nkumbula,1985-05-24,M,Livingstone,T003-Ndola,2B7FDCBA19FB,751,False,,
REC00695,377860/56/4,Namoonde,Chisanga,1997-08-06,F,Chipata,T001-Lusaka,75DDD3AD171D,695,False,,
REC00627,312616/41/6,Sitwala,Mumba,1989-06-14,M,Mansa,T001-Lusaka,2796974E3D58,627,False,,
REC00743,752801/42/1,Kunda,Kabwe,2009-09-12,M,Kabwe,T002-Kitwe,42095E3C5C8A,743,False,,
REC00606,528705/56/2,Mphatso,Nkumbula,1981-09-03,F,Mongu,T001-Lusaka,AE9ADFDBBF64,606,False,,
REC00893,487585/59/6,Siyanza,Chisanga,1971-08-26,F,Chipata,T001-Lusaka,964EFE16D110,893,False,,
REC00498,225636/97/7,Samuel,Kabwe,1965-02-11,M,Chipata,T003-Ndola,D81056E9C1FF,498,False,,
REC00410,264951/42/2,Esther,Ng'andu,1977-01-10,F,Mazabuka,T003-Ndola,34B68B412CA9,410,False,,
REC00500,916779/20/8,Kapulula,Sakala,1993-11-01,F,Mazabuka,T002-Kitwe,2933DE94D42C,500,False,,
REC00038,109767/68/2,Faith,Sakala,2003-07-04,F,Chingola,T001-Lusaka,0B6864BF35C2,38,False,,
REC00914,182423/64/2,Namukolo,Mumba,1998-05-02,F,Lusaka,T001-Lusaka,D04A578CBE4D,914,False,,
REC00568,211291/47/5,Chisanga,Mbewe,1964-11-26,M,Kitwe,T003-Ndola,3EA90A32F6BF,568,False,,
REC00749,477685/14/2,Daniel,Sata,1958-01-27,M,Solwezi,T002-Kitwe,78AC0A2D4368,749,False,,
REC00611,817817/16/3,Naomi,Kalumba,1947-06-24,F,Mazabuka,T002-Kitwe,85BA6569CC4D,611,False,,
REC00593,602073/71/4,Mwaka,Sitwala,1949-06-09,F,Ndola,T003-Ndola,729FC2716D98,593,False,,
REC00755,125151/69/2,Chisomo,Mulenga,1999-05-30,F,Kafue,T003-Ndola,0482F13D098D,755,False,,
REC00920,104539/22/4,Namoonde,Ng'andu,1961-10-29,M,Kafue,T003-Ndola,BE08AD626637,920,False,,
REC00426,377880/25/2,Isaac,Kamanga,1968-06-12,M,Mansa,T001-Lusaka,3A4877E47D47,426,False,,
REC00966,183985/72/8,Gondwe,Sitwala,1983-06-06,F,Kasama,T002-Kitwe,D28A55999DE2,647,True,Type2,REC00647
REC00922,639231/39/7,Choolwe,Simamba,1990-10-16,F,Mansa,T001-Lusaka,566C4D372CF0,922,False,,
REC00933,287795/58/6,Elijah,Sachitembe,2007-08-13,M,Chipata,T001-Lusaka,FA26D0AB3D55,933,False,,
REC00106,174878/17/3,Phiri,Tembo,1997-04-03,M,Mufulira,T002-Kitwe,3CAA04938601,106,False,,
REC00009,319684/95/5,Nchimunya,Nyirenda,1978-02-21,F,Choma,T003-Ndola,4001EE14556A,9,False,,
REC00342,541557/48/8,Gondwe,Simamba,1985-04-04,M,Solwezi,T001-Lusaka,E2B2620C5885,342,False,,
REC00053,462479/50/7,Kabwe,Libonda,1971-01-11,M,Chingola,T003-Ndola,182EB9C1DAB2,53,False,,
REC00402,663772/88/3,Kabaso,Chinyama,1961-11-16,F,Kitwe,T002-Kitwe,0F6DC0064442,402,False,,
REC00584,273899/75/3,Simamba,Kalumba,1948-08-20,M,Ndola,T002-Kitwe,B873FE32DF72,584,False,,
REC00302,327823/17/3,Grace,Kalunga,1961-08-04,F,Chipata,T003-Ndola,098157C7CEC0,302,False,,
REC00207,956375/67/6,Moses,Kasonde,1990-02-04,M,Mongu,T001-Lusaka,C5D72266CFB2,207,False,,
REC00249,434617/40/8,Mary,Mbanga,2000-06-27,F,Chipata,T001-Lusaka,E929D11E0468,249,False,,
REC00879,166007/12/4,Chama,Gondwe,1993-01-19,F,Mazabuka,T003-Ndola,435A9D33419D,879,False,,
REC00854,441505/39/2,Mwinga,Kabwe,1949-04-16,F,Livingstone,T002-Kitwe,FD808D0946DB,854,False,,
REC00021,955662/18/9,Kalunga,Wina,1966-06-01,M,Ndola,T001-Lusaka,ED3B0CE42950,21,False,,
REC00483,460971/30/5,Deborah,Mbanga,1978-08-21,F,Kafue,T003-Ndola,C1483E174CD4,483,False,,
REC00497,992562/25/8,Deborah,Gondwe,1968-05-29,F,Kafue,T001-Lusaka,6F26038F783E,497,False,,
REC00456,673619/21/6,Chinyama,Ng'andu,2003-04-15,M,Mufulira,T003-Ndola,5B3F362AC81E,456,False,,
REC00720,646012/96/4,Namukolo,Kasonde,1975-09-22,F,Livingstone,T002-Kitwe,1A22087CFD9C,720,False,,
REC00757,366776/18/5,Mbewe,Nkumbula,1984-09-30,M,Chingola,T002-Kitwe,5F9C10C200E7,757,False,,
REC00157,163780/71/7,Faith,Nkonde,2007-03-22,F,Mazabuka,T002-Kitwe,01E52CCC7AE4,157,False,,
REC00171,325583/58/7,Chimfwembe,Sata,1962-06-04,M,Solwezi,T002-Kitwe,B49426FEBA45,171,False,,
REC00834,302472/13/4,Chisomo,Mwamba,2006-10-24,F,Mongu,T002-Kitwe,EFD7F4500823,834,False,,
REC00023,781446/57/8,Sialubalo,Zulu,1949-10-03,M,Kabwe,T003-Ndola,40F51F350B63,23,False,,
REC00939,631297/17/7,Hope,Mbanga,1995-12-29,F,Kabwe,T002-Kitwe,E674CA2E398A,939,False,,
REC00486,730343/11/4,Namukolo,Nkonde,1994-06-23,F,Mufulira,T002-Kitwe,38071AAAC4D7,486,False,,
REC00152,911984/28/1,Kalinde,Kalunga,1980-07-15,M,Kafue,T002-Kitwe,4D3372342E98,152,False,,
REC00927,648051/94/2,Chipo,Zulu,1970-09-18,F,Ndola,T001-Lusaka,1526588353D0,927,False,,
REC00789,792984/29/8,Mulenga,Hichilema,1996-11-07,M,Chipata,T003-Ndola,407D3F428A60,789,False,,
REC00309,661654/34/1,Isaac,Nyirenda,2001-09-20,M,Mongu,T002-Kitwe,00C45BDBEC92,309,False,,
REC00089,300337/20/4,Naomi,Mulenga,1963-09-01,F,Mongu,T003-Ndola,F935A2F9191D,89,False,,
REC00807,745710/45/5,Mutinta,Phiri,1998-02-14,M,Lusaka,T002-Kitwe,E46EF0B3FCD0,807,False,,
REC00552,306012/34/5,Deborah,Mutinta,1955-11-19,F,Ndola,T002-Kitwe,CE71597F02E9,552,False,,
REC00642,635239/72/8,Namoonde,Sakala,1949-08-14,F,Mongu,T001-Lusaka,D57B9C2F58C2,642,False,,
REC00447,930307/91/8,Namukolo,Ng'andu,1970-10-27,F,Solwezi,T003-Ndola,57C7D2083FAB,447,False,,
REC00248,869864/54/7,Mwanachitechi,Kaunda,1981-05-14,M,Mansa,T001-Lusaka,8E70BAE2D1EB,248,False,,
REC00666,873449/14/4,Katuta,Simuunza,1987-11-03,M,Kasama,T002-Kitwe,DD24B2BB8C00,666,False,,
REC00149,347582/56/2,Mphatso,Simuunza,1970-02-13,F,Solwezi,T003-Ndola,90E6F921A739,149,False,,
REC00665,956949/58/1,Thandiwe,Kabwe,1987-07-31,F,Mansa,T001-Lusaka,18E20A8D8898,665,False,,
REC00493,711344/83/4,Siyanza,Mwale,2006-11-05,F,Kasama,T002-Kitwe,22A51E1FC486,493,False,,
REC00215,189772/77/6,Thandiwe,Mubita,1950-01-24,F,Chingola,T001-Lusaka,2DE9B4124FEB,215,False,,
REC00028,589710/16/2,Namoonde,Simamba,1973-02-18,F,Mongu,T001-Lusaka,A021706B158D,28,False,,
REC00193,266457/56/6,Martha,Sialubalo,1955-04-22,F,Mongu,T002-Kitwe,D505AFF42E9B,193,False,,
REC00713,747983/44/1,Namoonde,Kabwe,1947-07-12,M,Mazabuka,T002-Kitwe,77F4840BCD52,713,False,,
REC00875,938759/96/2,Grace,Kalumba,1976-12-26,F,Choma,T001-Lusaka,EE2699542F78,875,False,,
REC00115,313446/44/9,Peace,Simuunza,2005-05-20,F,Choma,T001-Lusaka,DF2EBDD3BB9A,115,False,,
REC00196,832409/94/7,Muketoi,Kamanga,1951-02-27,M,Mufulira,T001-Lusaka,4409DB1F198E,196,False,,
REC00015,267753/97/7,Chibwe,Chisanga,1953-09-21,M,Kitwe,T003-Ndola,AF114B9F7FE5,15,False,,
REC00139,867934/26/2,Nkandu,Siluwe,1977-04-13,F,Solwezi,T002-Kitwe,AAFB5BB910F7,139,False,,
REC00129,838083/22/8,Moses,Musonda,1953-02-27,M,Kasama,T001-Lusaka,18A503AB888A,129,False,,
REC00090,824156/70/8,Naomi,Hichilema,1988-06-15,F,Mansa,T002-Kitwe,757703317C75,90,False,,
REC00310,859489/95/9,Chisanga,Kabwe,1957-04-20,M,Kabwe,T001-Lusaka,1BB4700B38F2,310,False,,
REC00835,974774/67/1,Sialubalo,Namoonde,1962-02-10,M,Solwezi,T001-Lusaka,D1D368A5F42E,835,False,,
REC00692,516379/10/1,Sitwala,Simuunza,1969-11-13,F,Mufulira,T002-Kitwe,919A257FE81E,692,False,,
REC00707,907069/49/3,Mercy,Nkonde,2007-11-04,F,Mufulira,T002-Kitwe,3775FD20FFD4,707,False,,
REC00841,703945/79/3,Moono,Kapembwa,1948-08-22,F,Kafue,T002-Kitwe,2B8C508B23E8,841,False,,
REC00708,147057/39/4,Joy,Chisanga,1970-07-01,F,Solwezi,T003-Ndola,7AD880685D3D,708,False,,
REC00370,612438/31/2,Mwinga,Kaunda,1970-03-12,F,Lusaka,T003-Ndola,C98EF92F17FD,370,False,,
REC00632,112394/96/4,Moono,Nkumbula,2009-04-05,F,Mufulira,T002-Kitwe,15286A95DEC9,632,False,,
REC00634,483699/33/8,Hope,Kalumba,1979-03-27,F,Livingstone,T002-Kitwe,372655C40BA2,634,False,,
REC00311,322096/34/2,Mulonga,Kamanga,2008-08-21,M,Mansa,T003-Ndola,72DCE19171D7,311,False,,
REC00499,310026/53/7,Lubemba,Chisanga,1997-09-09,F,Choma,T003-Ndola,7ACC7E36DF56,499,False,,
REC00744,617437/40/4,Ruth,Mulenga,1955-06-21,F,Mazabuka,T003-Ndola,379B3780891B,744,False,,
REC00617,525146/85/4,Namoonde,Mubita,1974-07-25,F,Lusaka,T003-Ndola,91CCF85E34A8,617,False,,
REC00763,660226/31/7,Siluwe,Mwale,1953-10-22,M,Mufulira,T001-Lusaka,68488A2DB00D,763,False,,
REC00674,475565/27/5,Chanda,Nkumbula,1976-02-15,M,Kabwe,T001-Lusaka,5C4C2D96BC40,674,False,,
REC00415,911102/49/6,Mwenya,Moono,1984-09-08,F,Chingola,T001-Lusaka,269AA52868F6,415,False,,
REC00709,354854/89/3,Kalunga,Kapembwa,2005-02-13,M,Lusaka,T002-Kitwe,9FD9C066833A,709,False,,
REC00472,716493/84/2,Kapulula,Chisanga,1959-03-08,F,Mufulira,T001-Lusaka,0009B2AF9267,472,False,,
REC00489,722615/87/5,Sachimba,Mbanga,1951-12-09,M,Mazabuka,T002-Kitwe,4D870D4DD223,489,False,,
REC00672,162969/17/6,Siluwe,Hichilema,1953-12-06,M,Ndola,T003-Ndola,0C5AC22A504A,672,False,,
REC00176,157443/10/4,Mwale,Zulu,1956-03-31,M,Livingstone,T002-Kitwe,274F15A07B1A,176,False,,
REC00014,329974/27/9,Deborah,Zulu,1977-07-16,F,Kitwe,T002-Kitwe,59F5C0AFF769,14,False,,
REC00120,456385/74/5,Mwamba,Tembo,1972-10-15,M,Chipata,T001-Lusaka,E008DF61533D,120,False,,
REC00405,738407/17/5,Mwaka,Moono,1955-01-31,F,Kasama,T003-Ndola,89DE22B8227B,405,False,,
REC00006,662275/25/7,Nkandu,Wina,1968-10-18,F,Chingola,T001-Lusaka,04021F1929C0,6,False,,
REC00019,665579/77/1,Phiri,Nyirenda,1995-07-10,M,Solwezi,T003-Ndola,B30077967930,19,False,,
REC00548,133875/55/8,Sikazwe,Mumba,1961-06-18,M,Mufulira,T001-Lusaka,33A4FE084F78,548,False,,
REC00934,904857/73/8,Chisanga,Mubita,1963-05-15,M,Chipata,T001-Lusaka,F83A35626097,934,False,,
REC00109,976566/83/1,Chimfwembe,Kalunga,1949-07-09,M,Kafue,T003-Ndola,946D7C5C5AE0,109,False,,
REC00690,676802/51/6,Abraham,Mbewe,1981-09-28,M,Mansa,T002-Kitwe,D6C84E20E344,690,False,,
REC00266,313795/62/9,Kapulula,Lungu,1948-01-25,F,Choma,T003-Ndola,51967E165EED,266,False,,
REC00619,576849/61/1,Yemisi,Libonda,1992-07-24,F,Ndola,T002-Kitwe,5A22290CFE6C,619,False,,
REC00765,969749/48/4,Alinafe,Nyirenda,1969-06-21,F,Chipata,T003-Ndola,7192C2752BAE,765,False,,
REC00081,493537/60/4,Sialubalo,Mulonga,1949-03-31,M,Mufulira,T001-Lusaka,A4A84983CAA5,81,False,,
REC00190,708519/80/1,Ezekiel,Mwale,1968-07-02,M,Choma,T002-Kitwe,5729EF645B1A,190,False,,
REC00217,352838/94/2,Libonda,Chilufya,1979-01-30,M,Kasama,T003-Ndola,A4B8C7E41E5B,217,False,,
REC00192,280941/15/4,Kabaso,Sikazwe,1952-01-18,F,Kabwe,T003-Ndola,B08BA0779DF9,192,False,,
REC00830,661307/55/6,Hope,Kapembwa,1959-02-15,F,Chipata,T003-Ndola,20F18947F3EB,830,False,,
REC00928,206663/31/2,Siyanza,Nkumbula,1957-01-12,F,Livingstone,T002-Kitwe,E5CB67B9AFD3,928,False,,
REC00272,144109/46/2,Namoonde,Chisanga,1983-12-16,F,Choma,T002-Kitwe,FCCE4E27F6E6,272,False,,
REC00828,379378/29/6,Chilufya,Mubita,1974-12-25,M,Mufulira,T002-Kitwe,450ACAE6BFB1,828,False,,
REC00639,599687/90/2,Kapembwa,Mumba,1987-03-15,M,Kasama,T002-Kitwe,96B23EC35880,639,False,,
REC00461,317005/31/5,Chisomo,Musonda,2007-09-15,F,Kabwe,T001-Lusaka,36E14814A4CB,461,False,,
REC00687,788784/41/3,Chisomo,Kabwe,1962-10-22,F,Kasama,T003-Ndola,27A9C67698CB,687,False,,
REC00776,838908/86/8,Emmanuel,Zulu,1993-12-16,M,Solwezi,T003-Ndola,466DFBB29B6E,776,False,,
REC00466,661527/97/8,Katuta,Sialubalo,1972-06-16,M,Choma,T003-Ndola,BBF7FF92AFA6,466,False,,
REC00742,865630/67/5,Nathan,Kamanga,1982-03-31,M,Ndola,T003-Ndola,D12A2AFD4C38,742,False,,
REC00602,145548/99/9,Martha,Lungu,1976-10-14,F,Livingstone,T002-Kitwe,199364181757,602,False,,
REC00322,661762/46/1,Chanda,Sialubalo,1985-05-14,M,Kafue,T003-Ndola,FA4F2CD3F19A,322,False,,
REC00305,149161/54/7,Emmanuel,Mbanga,1965-07-20,M,Solwezi,T003-Ndola,8E6B05455B31,305,False,,
REC00722,821978/77/3,Mbewe,Mwamba,1982-04-17,M,Choma,T002-Kitwe,A9E5BE656366,722,False,,
REC00427,976530/51/3,Mercy,Chanda,1990-09-22,F,Kasama,T001-Lusaka,8BE1B8DAC556,427,False,,
REC00915,213054/14/9,Simainga,Chanda,1992-05-25,F,Lusaka,T003-Ndola,433C301D7912,915,False,,
REC00894,688285/21/4,Namoonde,Kamanga,1970-01-15,F,Choma,T003-Ndola,860CD51FA1EE,894,False,,
REC00403,947312/29/9,Kabaso,Sikazwe,1991-10-14,F,Mongu,T002-Kitwe,37C5DBC036B4,403,False,,
REC00864,574419/73/4,Hope,Nkumbula,2001-03-22,F,Chingola,T001-Lusaka,860191F6E32C,864,False,,
REC00187,561124/18/8,Peace,Sakala,1996-06-21,F,Mazabuka,T002-Kitwe,E0D3FF55FE5F,187,False,,
REC00806,128624/46/8,Sikazwe,Sata,1954-01-02,M,Ndola,T001-Lusaka,B5CB59C929E0,806,False,,
REC00184,862712/92/3,Mvula,Mbewe,1978-07-08,M,Kitwe,T001-Lusaka,FF321CDC0912,184,False,,
REC00474,522548/28/7,Nkandu,Ng'ombe,1985-04-22,F,Mongu,T001-Lusaka,0EA355366E95,474,False,,
REC00678,998450/56/4,Thandiwe,Bwalya,1954-06-01,F,Kasama,T002-Kitwe,37988385D4C5,678,False,,
REC00759,974329/53/8,Kamanga,Kabwe,1980-05-12,M,Mansa,T002-Kitwe,B81576B367DA,759,False,,
REC00117,527809/21/4,Naomi,Mulenga,1960-06-20,F,Kabwe,T001-Lusaka,41CC84777FC8,117,False,,
REC00017,216970/47/7,Siyanga,Nkonde,1979-07-01,M,Kabwe,T001-Lusaka,B564F81348F3,17,False,,
REC00516,113368/95/2,Monde,Banda,2009-10-08,F,Kafue,T001-Lusaka,4B30BBBDE5F3,516,False,,
REC00788,792232/17/2,Moono,Namoonde,1952-02-24,F,Kafue,T001-Lusaka,44D08CE48458,788,False,,
REC00084,210665/65/6,Mutinta,Lungu,1966-01-14,F,Choma,T003-Ndola,9E8A839C7E10,84,False,,
REC00600,744610/86/1,Katongo,Ng'ombe,1967-04-28,M,Chingola,T003-Ndola,1D4CE07E8F94,600,False,,
REC00261,968524/75/9,Deborah,Mvula,1964-07-02,F,Kasama,T002-Kitwe,F49D09BD5A14,261,False,,
REC00364,747351/32/5,Muketoi,Mbewe,1968-12-08,M,Mufulira,T003-Ndola,E02EF9F3F90C,364,False,,
REC00260,434002/30/7,Chisomo,Sakala,1955-01-05,M,Kasama,T003-Ndola,6DDBA2A9CA15,260,False,,
REC00833,211954/90/6,Hamukoma,Nkumbula,1975-01-07,M,Kitwe,T002-Kitwe,09C31353EE0B,833,False,,
REC00898,308936/33/7,Esther,Hichilema,1997-09-24,F,Chingola,T002-Kitwe,8482EBB2EB24,898,False,,
REC00738,439817/98/3,Daniel,Kasonde,1987-07-31,M,Kasama,T003-Ndola,D12AC64A5B53,738,False,,
REC00677,667915/56/8,Isaac,Gondwe,1986-05-22,M,Mansa,T001-Lusaka,EDD5068C9F8D,677,False,,
REC00476,999924/99/2,Wamunyima,Tembo,1965-11-28,F,Ndola,T001-Lusaka,3A16C92CEF65,476,False,,
REC00097,398151/70/8,Chipo,Mulenga,1958-07-07,F,Solwezi,T002-Kitwe,9BA596FB35ED,97,False,,
REC00423,972310/51/6,Moono,Zulu,1947-02-24,F,Chipata,T002-Kitwe,89DBD391105D,423,False,,
REC00436,501620/27/7,Lubemba,Kasonde,1984-11-30,F,Mazabuka,T001-Lusaka,3752C925C729,436,False,,
REC00523,719446/71/8,Tembo,Musonda,1972-09-09,M,Mufulira,T001-Lusaka,6CA08A44398E,523,False,,
REC00111,592841/54/7,Peace,Namoonde,2001-10-30,F,Solwezi,T002-Kitwe,F93692BC3FDD,111,False,,
